"","labels","phrase","K","N","prev"
"993",2011,"a statistical trend",132,82136,0.160709067887406
"994",2011,"a strong trend",268,82136,0.326288107528976
"995",2011,"a strong trend toward significance",4,82136,0.00486997175416383
"996",2011,"a suggestive trend",4,82136,0.00486997175416383
"997",2011,"a trend that approached significance",2,82136,0.00243498587708191
"998",2011,"a weak trend",45,82136,0.054787182234343
"999",2011,"a worrying trend",2,82136,0.00243498587708191
"1000",2011,"all but significant",909,82136,1.10670108113373
"1001",2011,"almost approached significance",1,82136,0.00121749293854096
"1002",2011,"almost clinically significant",2,82136,0.00243498587708191
"1003",2011,"almost insignificant",2,82136,0.00243498587708191
"1004",2011,"almost reached statistical significance",22,82136,0.026784844647901
"1005",2011,"almost significant",103,82136,0.125401772669719
"1006",2011,"almost statistically significant",17,82136,0.0206973799551963
"1007",2011,"an adverse trend",4,82136,0.00486997175416383
"1008",2011,"an apparent trend",21,82136,0.0255673517093601
"1009",2011,"an associative trend",1,82136,0.00121749293854096
"1010",2011,"an encouraging trend",4,82136,0.00486997175416383
"1011",2011,"an evident trend",1,82136,0.00121749293854096
"1012",2011,"an expected trend",4,82136,0.00486997175416383
"1013",2011,"an important trend",11,82136,0.0133924223239505
"1014",2011,"an increasing trend",179,82136,0.217931235998831
"1015",2011,"an interesting trend",15,82136,0.0182623940781143
"1016",2011,"an observed trend",8,82136,0.00973994350832765
"1017",2011,"an obvious trend",13,82136,0.0158274082010324
"1018",2011,"an overall trend",64,82136,0.0779195480666212
"1019",2011,"an unexpected trend",9,82136,0.0109574364468686
"1020",2011,"an unexplained trend",1,82136,0.00121749293854096
"1021",2011,"an unfavorable trend",3,82136,0.00365247881562287
"1022",2011,"appeared to be marginally significant",1,82136,0.00121749293854096
"1023",2011,"approached conventional levels of significance",3,82136,0.00365247881562287
"1024",2011,"approached significant",8,82136,0.00973994350832765
"1025",2011,"approaches statistical significance",3,82136,0.00365247881562287
"1026",2011,"approaching clinical significance",2,82136,0.00243498587708191
"1027",2011,"approaching significance",133,82136,0.161926560825947
"1028",2011,"approximately significant",2,82136,0.00243498587708191
"1029",2011,"at the limit of significance",6,82136,0.00730495763124574
"1030",2011,"at the limits of significance",1,82136,0.00121749293854096
"1031",2011,"at the margin of statistical significance",3,82136,0.00365247881562287
"1032",2011,"barely missed statistical significance",1,82136,0.00121749293854096
"1033",2011,"barely significant",21,82136,0.0255673517093601
"1034",2011,"better trends of improvement",1,82136,0.00121749293854096
"1035",2011,"bordered on being significant",1,82136,0.00121749293854096
"1036",2011,"borderline level of statistical significance",1,82136,0.00121749293854096
"1037",2011,"borderline significant trends",1,82136,0.00121749293854096
"1038",2011,"close to being significant",12,82136,0.0146099152624915
"1039",2011,"close to the level of significance",1,82136,0.00121749293854096
"1040",2011,"did not quite achieve significance",1,82136,0.00121749293854096
"1041",2011,"did not quite reach statistical significance",39,82136,0.0474822246030973
"1042",2011,"difference was apparent",41,82136,0.0499172104801792
"1043",2011,"effectively significant",2,82136,0.00243498587708191
"1044",2011,"equivocal significance",2,82136,0.00243498587708191
"1045",2011,"failed to reach statistical significance",384,82136,0.467517288399727
"1046",2011,"fairly significant",4,82136,0.00486997175416383
"1047",2011,"fell just short of significance",4,82136,0.00486997175416383
"1048",2011,"fell just short of statistical significance",12,82136,0.0146099152624915
"1049",2011,"fell narrowly short of significance",1,82136,0.00121749293854096
"1050",2011,"fell short of significance",26,82136,0.0316548164020649
"1051",2011,"indicative significance",1,82136,0.00121749293854096
"1052",2011,"just failed significance",1,82136,0.00121749293854096
"1053",2011,"just failed to be significant",1,82136,0.00121749293854096
"1054",2011,"just failed to reach statistical significance",21,82136,0.0255673517093601
"1055",2011,"just failing to reach statistical significance",1,82136,0.00121749293854096
"1056",2011,"just marginally significant",2,82136,0.00243498587708191
"1057",2011,"just missed being statistically significant",1,82136,0.00121749293854096
"1058",2011,"just short of significance",12,82136,0.0146099152624915
"1059",2011,"leaning towards significance",2,82136,0.00243498587708191
"1060",2011,"likely to be significant",57,82136,0.0693970974968345
"1061",2011,"marginal significance",136,82136,0.16557903964157
"1062",2011,"marginally insignificant",12,82136,0.0146099152624915
"1063",2011,"marginally nonsignificant",17,82136,0.0206973799551963
"1064",2011,"marginally significant",1253,82136,1.52551865199182
"1065",2011,"marginally statistically significant",57,82136,0.0693970974968345
"1066",2011,"moderately significant",17,82136,0.0206973799551963
"1067",2011,"modestly significant",9,82136,0.0109574364468686
"1068",2011,"narrowly escaped significance",1,82136,0.00121749293854096
"1069",2011,"narrowly missed significance",4,82136,0.00486997175416383
"1070",2011,"narrowly missed the significance level",1,82136,0.00121749293854096
"1071",2011,"near nominal significance",1,82136,0.00121749293854096
"1072",2011,"near significance",26,82136,0.0316548164020649
"1073",2011,"near to statistical significance",4,82136,0.00486997175416383
"1074",2011,"near-marginal significance",1,82136,0.00121749293854096
"1075",2011,"near-significant",101,82136,0.122966786792637
"1076",2011,"nearing significance",11,82136,0.0133924223239505
"1077",2011,"nearly significant",210,82136,0.255673517093601
"1078",2011,"nominally significant",130,82136,0.158274082010324
"1079",2011,"not as significant",26,82136,0.0316548164020649
"1080",2011,"not formally significant",3,82136,0.00365247881562287
"1081",2011,"not fully significant",3,82136,0.00365247881562287
"1082",2011,"not highly significant",1,82136,0.00121749293854096
"1083",2011,"not quite significant",34,82136,0.0413947599103925
"1084",2011,"not strictly significant",1,82136,0.00121749293854096
"1085",2011,"not strongly significant",1,82136,0.00121749293854096
"1086",2011,"not that significant",3,82136,0.00365247881562287
"1087",2011,"not very significant",4,82136,0.00486997175416383
"1088",2011,"not yet significant",7,82136,0.00852245056978669
"1089",2011,"on the borderline of significance",2,82136,0.00243498587708191
"1090",2011,"on the margin of significance",1,82136,0.00121749293854096
"1091",2011,"on the threshold of significance",1,82136,0.00121749293854096
"1092",2011,"on the verge of significance",1,82136,0.00121749293854096
"1093",2011,"only marginally significant",175,82136,0.213061264244667
"1094",2011,"only slightly significant",3,82136,0.00365247881562287
"1095",2011,"partially significant",4,82136,0.00486997175416383
"1096",2011,"partly significant",5,82136,0.00608746469270478
"1097",2011,"possible significance",30,82136,0.0365247881562287
"1098",2011,"possibly significant",18,82136,0.0219148728937372
"1099",2011,"potentially significant",179,82136,0.217931235998831
"1100",2011,"practically significant",30,82136,0.0365247881562287
"1101",2011,"probably not significant",2,82136,0.00243498587708191
"1102",2011,"probably not statistically significant",1,82136,0.00121749293854096
"1103",2011,"probably significant",5,82136,0.00608746469270478
"1104",2011,"questionably significant",1,82136,0.00121749293854096
"1105",2011,"quite significant",74,82136,0.0900944774520308
"1106",2011,"reached borderline significance",33,82136,0.0401772669718516
"1107",2011,"reasonably significant",3,82136,0.00365247881562287
"1108",2011,"scarcely significant",1,82136,0.00121749293854096
"1109",2011,"significant tendency",127,82136,0.154621603194701
"1110",2011,"significantly significant",12,82136,0.0146099152624915
"1111",2011,"slight significance",1,82136,0.00121749293854096
"1112",2011,"slightly insignificant",2,82136,0.00243498587708191
"1113",2011,"slightly significant",27,82136,0.0328723093406058
"1114",2011,"somewhat significant",2,82136,0.00243498587708191
"1115",2011,"strong trend toward significance",4,82136,0.00486997175416383
"1116",2011,"suggestive of statistical significance",3,82136,0.00365247881562287
"1117",2011,"suggestively significant",2,82136,0.00243498587708191
"1118",2011,"tend to significant",3,82136,0.00365247881562287
"1119",2011,"tended to be significant",41,82136,0.0499172104801792
"1120",2011,"tended toward significance",5,82136,0.00608746469270478
"1121",2011,"tendency toward significance",12,82136,0.0146099152624915
"1122",2011,"tendency toward statistical significance",3,82136,0.00365247881562287
"1123",2011,"trend significance level",2,82136,0.00243498587708191
"1124",2011,"trending towards significance",11,82136,0.0133924223239505
"1125",2011,"uncertain significance",35,82136,0.0426122528489335
"1126",2011,"verging on significance",1,82136,0.00121749293854096
"1127",2011,"very close to significant",1,82136,0.00121749293854096
"1128",2011,"very nearly significant",1,82136,0.00121749293854096
"1129",2011,"virtually significant",1,82136,0.00121749293854096
"1130",2011,"weak significance",3,82136,0.00365247881562287
"1131",2011,"weakly significant",11,82136,0.0133924223239505
"1132",2011,"weakly statistically significant",1,82136,0.00121749293854096
"1133",2014,"a borderline significant trend",8,86515,0.00924695139571173
"1134",2014,"a clear trend",219,86515,0.253135294457609
"1135",2014,"a decreasing trend",176,86515,0.203432930705658
"1136",2014,"a definite trend",4,86515,0.00462347569785586
"1137",2014,"a favorable trend",42,86515,0.0485464948274866
"1138",2014,"a marginal trend",16,86515,0.0184939027914235
"1139",2014,"a marginal trend toward significance",4,86515,0.00462347569785586
"1140",2014,"a marked trend",7,86515,0.00809108247124776
"1141",2014,"a mild trend",5,86515,0.00577934462231983
"1142",2014,"a near-significant trend",8,86515,0.00924695139571173
"1143",2014,"a negative trend",41,86515,0.0473906259030226
"1144",2014,"a nonsignificant trend",533,86515,0.616078136739294
"1145",2014,"a notable trend",13,86515,0.0150262960180316
"1146",2014,"a numerical trend",39,86515,0.0450788880540947
"1147",2014,"a positive trend",196,86515,0.226550309194937
"1148",2014,"a possible trend",33,86515,0.0381436745073109
"1149",2014,"a pronounced trend",3,86515,0.0034676067733919
"1150",2014,"a reliable trend",2,86515,0.00231173784892793
"1151",2014,"a robust trend toward significance",1,86515,0.00115586892446397
"1152",2014,"a significant trend",172,86515,0.198809455007802
"1153",2014,"a slight trend",118,86515,0.136392533086748
"1154",2014,"a slight trend toward significance",1,86515,0.00115586892446397
"1155",2014,"a slightly increasing trend",2,86515,0.00231173784892793
"1156",2014,"a small trend",20,86515,0.0231173784892793
"1157",2014,"a statistical trend",142,86515,0.164133387273883
"1158",2014,"a statistical trend toward significance",2,86515,0.00231173784892793
"1159",2014,"a strong trend",238,86515,0.275096804022424
"1160",2014,"a strong trend toward significance",2,86515,0.00231173784892793
"1161",2014,"a suggestive trend",4,86515,0.00462347569785586
"1162",2014,"a trend that approached significance",1,86515,0.00115586892446397
"1163",2014,"a weak trend",49,86515,0.0566375772987343
"1164",2014,"a weak trend toward significance",1,86515,0.00115586892446397
"1165",2014,"a worrying trend",3,86515,0.0034676067733919
"1166",2014,"all but significant",922,86515,1.06571114835578
"1167",2014,"almost clinically significant",1,86515,0.00115586892446397
"1168",2014,"almost reached statistical significance",34,86515,0.0392995434317748
"1169",2014,"almost significant",115,86515,0.132924926313356
"1170",2014,"almost significant tendency",1,86515,0.00115586892446397
"1171",2014,"almost statistically significant",14,86515,0.0161821649424955
"1172",2014,"an apparent trend",13,86515,0.0150262960180316
"1173",2014,"an elevated trend",1,86515,0.00115586892446397
"1174",2014,"an encouraging trend",11,86515,0.0127145581691036
"1175",2014,"an evident trend",2,86515,0.00231173784892793
"1176",2014,"an expected trend",3,86515,0.0034676067733919
"1177",2014,"an important trend",8,86515,0.00924695139571173
"1178",2014,"an increasing trend",252,86515,0.291278968964919
"1179",2014,"an interesting trend",26,86515,0.0300525920360631
"1180",2014,"an observed trend",7,86515,0.00809108247124776
"1181",2014,"an obvious trend",7,86515,0.00809108247124776
"1182",2014,"an overall trend",83,86515,0.0959371207305092
"1183",2014,"an unexpected trend",8,86515,0.00924695139571173
"1184",2014,"an unfavorable trend",4,86515,0.00462347569785586
"1185",2014,"appeared to be marginally significant",1,86515,0.00115586892446397
"1186",2014,"approached conventional levels of significance",2,86515,0.00231173784892793
"1187",2014,"approached significant",12,86515,0.0138704270935676
"1188",2014,"approaches statistical significance",5,86515,0.00577934462231983
"1189",2014,"approaching borderline significance",1,86515,0.00115586892446397
"1190",2014,"approaching clinical significance",1,86515,0.00115586892446397
"1191",2014,"approaching significance",125,86515,0.144483615557996
"1192",2014,"approximately significant",1,86515,0.00115586892446397
"1193",2014,"at the edge of significance",2,86515,0.00231173784892793
"1194",2014,"at the limit of significance",8,86515,0.00924695139571173
"1195",2014,"at the margin of statistical significance",1,86515,0.00115586892446397
"1196",2014,"barely missed statistical significance",4,86515,0.00462347569785586
"1197",2014,"barely significant",13,86515,0.0150262960180316
"1198",2014,"better trends of improvement",1,86515,0.00115586892446397
"1199",2014,"borderline level of statistical significance",1,86515,0.00115586892446397
"1200",2014,"borderline significant trends",1,86515,0.00115586892446397
"1201",2014,"close to being significant",5,86515,0.00577934462231983
"1202",2014,"close to the level of significance",1,86515,0.00115586892446397
"1203",2014,"close to the limit of significance",1,86515,0.00115586892446397
"1204",2014,"close to the margin of statistical significance",1,86515,0.00115586892446397
"1205",2014,"did not quite reach a statistically significant level",1,86515,0.00115586892446397
"1206",2014,"did not quite reach conventional levels of statistical significance",1,86515,0.00115586892446397
"1207",2014,"did not quite reach statistical significance",24,86515,0.0277408541871352
"1208",2014,"difference was apparent",42,86515,0.0485464948274866
"1209",2014,"equivocal significance",1,86515,0.00115586892446397
"1210",2014,"failed to reach significance on this occasion",1,86515,0.00115586892446397
"1211",2014,"failed to reach statistical significance",287,86515,0.331734381321158
"1212",2014,"fairly close to significance",1,86515,0.00115586892446397
"1213",2014,"fairly significant",4,86515,0.00462347569785586
"1214",2014,"fell just short of significance",6,86515,0.0069352135467838
"1215",2014,"fell just short of statistical significance",6,86515,0.0069352135467838
"1216",2014,"fell short of significance",31,86515,0.0358319366583829
"1217",2014,"indicative significance",1,86515,0.00115586892446397
"1218",2014,"just beyond significance",1,86515,0.00115586892446397
"1219",2014,"just borderline significant",1,86515,0.00115586892446397
"1220",2014,"just failed significance",1,86515,0.00115586892446397
"1221",2014,"just failed to be significant",1,86515,0.00115586892446397
"1222",2014,"just failed to reach statistical significance",20,86515,0.0231173784892793
"1223",2014,"just failing to reach statistical significance",1,86515,0.00115586892446397
"1224",2014,"just missing significance",1,86515,0.00115586892446397
"1225",2014,"just short of significance",10,86515,0.0115586892446397
"1226",2014,"likely to be significant",59,86515,0.068196266543374
"1227",2014,"marginal significance",142,86515,0.164133387273883
"1228",2014,"marginally insignificant",8,86515,0.00924695139571173
"1229",2014,"marginally nonsignificant",17,86515,0.0196497717158874
"1230",2014,"marginally significant",1330,86515,1.53730566953707
"1231",2014,"marginally significant tendency",3,86515,0.0034676067733919
"1232",2014,"marginally statistically significant",51,86515,0.0589493151476623
"1233",2014,"moderately significant",31,86515,0.0358319366583829
"1234",2014,"modestly significant",6,86515,0.0069352135467838
"1235",2014,"narrowly missed significance",2,86515,0.00231173784892793
"1236",2014,"near significance",21,86515,0.0242732474137433
"1237",2014,"near to statistical significance",1,86515,0.00115586892446397
"1238",2014,"near-significant",88,86515,0.101716465352829
"1239",2014,"nearing significance",12,86515,0.0138704270935676
"1240",2014,"nearly significant",182,86515,0.210368144252442
"1241",2014,"nominally significant",180,86515,0.208056406403514
"1242",2014,"not as significant",29,86515,0.033520198809455
"1243",2014,"not completely significant",1,86515,0.00115586892446397
"1244",2014,"not conventionally significant",2,86515,0.00231173784892793
"1245",2014,"not formally significant",2,86515,0.00231173784892793
"1246",2014,"not fully significant",2,86515,0.00231173784892793
"1247",2014,"not quite reach the level of significance",1,86515,0.00115586892446397
"1248",2014,"not quite significant",27,86515,0.0312084609605271
"1249",2014,"not significant by conventional standards",1,86515,0.00115586892446397
"1250",2014,"not strictly significant",1,86515,0.00115586892446397
"1251",2014,"not strongly significant",1,86515,0.00115586892446397
"1252",2014,"not that significant",1,86515,0.00115586892446397
"1253",2014,"not very significant",5,86515,0.00577934462231983
"1254",2014,"not yet significant",3,86515,0.0034676067733919
"1255",2014,"on the border of significance",2,86515,0.00231173784892793
"1256",2014,"on the borderline of significance",5,86515,0.00577934462231983
"1257",2014,"on the cusp of significance",2,86515,0.00231173784892793
"1258",2014,"on the edge of significance",1,86515,0.00115586892446397
"1259",2014,"on the threshold of significance",1,86515,0.00115586892446397
"1260",2014,"only marginally significant",187,86515,0.216147488874762
"1261",2014,"only slightly significant",2,86515,0.00231173784892793
"1262",2014,"partially significant",5,86515,0.00577934462231983
"1263",2014,"partly significant",3,86515,0.0034676067733919
"1264",2014,"possible significance",15,86515,0.0173380338669595
"1265",2014,"possibly significant",9,86515,0.0104028203201757
"1266",2014,"potentially significant",197,86515,0.227706178119401
"1267",2014,"practically significant",26,86515,0.0300525920360631
"1268",2014,"probably not significant",6,86515,0.0069352135467838
"1269",2014,"probably not statistically significant",3,86515,0.0034676067733919
"1270",2014,"probably significant",6,86515,0.0069352135467838
"1271",2014,"quasi-significant",6,86515,0.0069352135467838
"1272",2014,"quite significant",57,86515,0.0658845286944461
"1273",2014,"reached borderline significance",20,86515,0.0231173784892793
"1274",2014,"reached near significance",1,86515,0.00115586892446397
"1275",2014,"reasonably significant",3,86515,0.0034676067733919
"1276",2014,"significant tendency",128,86515,0.147951222331388
"1277",2014,"significant to some degree",1,86515,0.00115586892446397
"1278",2014,"significantly significant",17,86515,0.0196497717158874
"1279",2014,"slightly significant",33,86515,0.0381436745073109
"1280",2014,"strong trend toward significance",2,86515,0.00231173784892793
"1281",2014,"tend to significant",6,86515,0.0069352135467838
"1282",2014,"tended to be significant",47,86515,0.0543258394498064
"1283",2014,"tended toward significance",1,86515,0.00115586892446397
"1284",2014,"tendency toward significance",13,86515,0.0150262960180316
"1285",2014,"tendency toward statistical significance",4,86515,0.00462347569785586
"1286",2014,"trend bordering on statistical significance",1,86515,0.00115586892446397
"1287",2014,"trend significance level",1,86515,0.00115586892446397
"1288",2014,"trending towards significance",20,86515,0.0231173784892793
"1289",2014,"trending towards significant",3,86515,0.0034676067733919
"1290",2014,"uncertain significance",59,86515,0.068196266543374
"1291",2014,"verging on significance",1,86515,0.00115586892446397
"1292",2014,"very close to significant",3,86515,0.0034676067733919
"1293",2014,"very narrowly missed significance",1,86515,0.00115586892446397
"1294",2014,"weak significance",4,86515,0.00462347569785586
"1295",2014,"weakly significant",20,86515,0.0231173784892793
"1296",2017,"a borderline significant trend",11,79763,0.0137908554091496
"1297",2017,"a certain trend toward significance",1,79763,0.00125371412810451
"1298",2017,"a clear trend",177,79763,0.221907400674498
"1299",2017,"a decreasing trend",248,79763,0.310921103769918
"1300",2017,"a definite trend",8,79763,0.0100297130248361
"1301",2017,"a distinct trend toward significance",3,79763,0.00376114238431353
"1302",2017,"a favorable trend",26,79763,0.0325965673307173
"1303",2017,"a marginal trend",20,79763,0.0250742825620902
"1304",2017,"a marginal trend toward significance",1,79763,0.00125371412810451
"1305",2017,"a marked trend",10,79763,0.0125371412810451
"1306",2017,"a mild trend",5,79763,0.00626857064052255
"1307",2017,"a near-significant trend",5,79763,0.00626857064052255
"1308",2017,"a negative trend",28,79763,0.0351039955869263
"1309",2017,"a nonsignificant trend",350,79763,0.438799944836578
"1310",2017,"a notable trend",10,79763,0.0125371412810451
"1311",2017,"a numerical increasing trend",2,79763,0.00250742825620902
"1312",2017,"a numerical trend",34,79763,0.0426262803555533
"1313",2017,"a positive trend",187,79763,0.234444541955543
"1314",2017,"a possible trend",35,79763,0.0438799944836578
"1315",2017,"a pronounced trend",1,79763,0.00125371412810451
"1316",2017,"a reliable trend",1,79763,0.00125371412810451
"1317",2017,"a significant trend",119,79763,0.149191981244437
"1318",2017,"a slight trend",90,79763,0.112834271529406
"1319",2017,"a slightly increasing trend",6,79763,0.00752228476862706
"1320",2017,"a small trend",25,79763,0.0313428532026127
"1321",2017,"a statistical trend",131,79763,0.164236550781691
"1322",2017,"a statistical trend toward significance",1,79763,0.00125371412810451
"1323",2017,"a strong trend",185,79763,0.231937113699334
"1324",2017,"a strong trend toward significance",3,79763,0.00376114238431353
"1325",2017,"a substantial trend toward significance",1,79763,0.00125371412810451
"1326",2017,"a suggestive trend",2,79763,0.00250742825620902
"1327",2017,"a trend close to significance",1,79763,0.00125371412810451
"1328",2017,"a weak trend",27,79763,0.0338502814588218
"1329",2017,"a weak trend toward significance",1,79763,0.00125371412810451
"1330",2017,"a worrying trend",1,79763,0.00125371412810451
"1331",2017,"all but significant",790,79763,0.990434161202563
"1332",2017,"almost achieved significance",1,79763,0.00125371412810451
"1333",2017,"almost attained significance",1,79763,0.00125371412810451
"1334",2017,"almost insignificant",2,79763,0.00250742825620902
"1335",2017,"almost reached statistical significance",24,79763,0.0300891390745082
"1336",2017,"almost significant",71,79763,0.0890137030954202
"1337",2017,"almost statistically significant",10,79763,0.0125371412810451
"1338",2017,"an adverse trend",1,79763,0.00125371412810451
"1339",2017,"an apparent trend",17,79763,0.0213131401777767
"1340",2017,"an associative trend",1,79763,0.00125371412810451
"1341",2017,"an elevated trend",1,79763,0.00125371412810451
"1342",2017,"an encouraging trend",4,79763,0.00501485651241804
"1343",2017,"an evident trend",4,79763,0.00501485651241804
"1344",2017,"an expected trend",1,79763,0.00125371412810451
"1345",2017,"an important trend",5,79763,0.00626857064052255
"1346",2017,"an increasing trend",297,79763,0.372353096047039
"1347",2017,"an interesting trend",13,79763,0.0162982836653586
"1348",2017,"an observed trend",5,79763,0.00626857064052255
"1349",2017,"an obvious trend",5,79763,0.00626857064052255
"1350",2017,"an overall trend",68,79763,0.0852525607111067
"1351",2017,"an unexpected trend",5,79763,0.00626857064052255
"1352",2017,"an unexplained trend",2,79763,0.00250742825620902
"1353",2017,"an unfavorable trend",1,79763,0.00125371412810451
"1354",2017,"appeared to be marginally significant",1,79763,0.00125371412810451
"1355",2017,"approached but fell short of significance",1,79763,0.00125371412810451
"1356",2017,"approached significant",8,79763,0.0100297130248361
"1357",2017,"approaches statistical significance",3,79763,0.00376114238431353
"1358",2017,"approaching clinical significance",4,79763,0.00501485651241804
"1359",2017,"approaching conventional statistical significance",1,79763,0.00125371412810451
"1360",2017,"approaching significance",127,79763,0.159221694269273
"1361",2017,"arguably significant",1,79763,0.00125371412810451
"1362",2017,"at the edge of significance",2,79763,0.00250742825620902
"1363",2017,"at the limit of significance",9,79763,0.0112834271529406
"1364",2017,"at the margin of statistical significance",1,79763,0.00125371412810451
"1365",2017,"barely missed statistical significance",1,79763,0.00125371412810451
"1366",2017,"barely significant",15,79763,0.0188057119215676
"1367",2017,"better trends of improvement",1,79763,0.00125371412810451
"1368",2017,"borderline level of statistical significance",2,79763,0.00250742825620902
"1369",2017,"close to being significant",13,79763,0.0162982836653586
"1370",2017,"close to the level of significance",2,79763,0.00250742825620902
"1371",2017,"close to the limit of significance",2,79763,0.00250742825620902
"1372",2017,"closely significant",2,79763,0.00250742825620902
"1373",2017,"did not quite reach statistical significance",31,79763,0.0388651379712398
"1374",2017,"difference was apparent",25,79763,0.0313428532026127
"1375",2017,"failed to reach statistical significance",231,79763,0.289607963592142
"1376",2017,"fairly close to significance",1,79763,0.00125371412810451
"1377",2017,"fairly significant",2,79763,0.00250742825620902
"1378",2017,"fell just short of significance",3,79763,0.00376114238431353
"1379",2017,"fell just short of statistical significance",7,79763,0.00877599889673157
"1380",2017,"fell short of significance",28,79763,0.0351039955869263
"1381",2017,"fell slightly short of significance",1,79763,0.00125371412810451
"1382",2017,"felt short of significance",1,79763,0.00125371412810451
"1383",2017,"indeterminate significance",2,79763,0.00250742825620902
"1384",2017,"just borderline significant",1,79763,0.00125371412810451
"1385",2017,"just failed significance",1,79763,0.00125371412810451
"1386",2017,"just failed to be significant",1,79763,0.00125371412810451
"1387",2017,"just failed to reach statistical significance",7,79763,0.00877599889673157
"1388",2017,"just failing to reach statistical significance",2,79763,0.00250742825620902
"1389",2017,"just missing significance",2,79763,0.00250742825620902
"1390",2017,"just outside the bounds of significance",1,79763,0.00125371412810451
"1391",2017,"just outside the level of significance",1,79763,0.00125371412810451
"1392",2017,"just over the limits of statistical significance",1,79763,0.00125371412810451
"1393",2017,"just short of significance",12,79763,0.0150445695372541
"1394",2017,"just shy of significance",1,79763,0.00125371412810451
"1395",2017,"likely to be significant",50,79763,0.0626857064052255
"1396",2017,"marginal significance",114,79763,0.142923410603914
"1397",2017,"marginally insignificant",10,79763,0.0125371412810451
"1398",2017,"marginally nonsignificant",14,79763,0.0175519977934631
"1399",2017,"marginally significant",953,79763,1.1947895640836
"1400",2017,"marginally significant tendency",1,79763,0.00125371412810451
"1401",2017,"marginally statistically significant",46,79763,0.0576708498928074
"1402",2017,"moderately significant",27,79763,0.0338502814588218
"1403",2017,"modestly significant",7,79763,0.00877599889673157
"1404",2017,"narrowly failed significance",1,79763,0.00125371412810451
"1405",2017,"narrowly missed significance",3,79763,0.00376114238431353
"1406",2017,"near significance",20,79763,0.0250742825620902
"1407",2017,"near-significant",74,79763,0.0927748454797337
"1408",2017,"nearing significance",11,79763,0.0137908554091496
"1409",2017,"nearly significant",122,79763,0.15295312362875
"1410",2017,"nearly significant tendency",1,79763,0.00125371412810451
"1411",2017,"nominally significant",194,79763,0.243220540852275
"1412",2017,"not as significant",30,79763,0.0376114238431353
"1413",2017,"not formally significant",3,79763,0.00376114238431353
"1414",2017,"not highly significant",4,79763,0.00501485651241804
"1415",2017,"not overly significant",1,79763,0.00125371412810451
"1416",2017,"not quite reach the level of significance",2,79763,0.00250742825620902
"1417",2017,"not quite significant",11,79763,0.0137908554091496
"1418",2017,"not significant by conventional standards",1,79763,0.00125371412810451
"1419",2017,"not strictly significant",2,79763,0.00250742825620902
"1420",2017,"not strongly significant",2,79763,0.00250742825620902
"1421",2017,"not that significant",2,79763,0.00250742825620902
"1422",2017,"not very significant",6,79763,0.00752228476862706
"1423",2017,"not yet significant",4,79763,0.00501485651241804
"1424",2017,"on the borderline of significance",1,79763,0.00125371412810451
"1425",2017,"on the cusp of significance",2,79763,0.00250742825620902
"1426",2017,"on the edge of significance",1,79763,0.00125371412810451
"1427",2017,"on the margin of significance",1,79763,0.00125371412810451
"1428",2017,"on the threshold of significance",1,79763,0.00125371412810451
"1429",2017,"only marginally significant",112,79763,0.140415982347705
"1430",2017,"only slightly missed the level of significance",1,79763,0.00125371412810451
"1431",2017,"only slightly significant",1,79763,0.00125371412810451
"1432",2017,"partially significant",6,79763,0.00752228476862706
"1433",2017,"partly significant",1,79763,0.00125371412810451
"1434",2017,"possible significance",23,79763,0.0288354249464037
"1435",2017,"possibly significant",7,79763,0.00877599889673157
"1436",2017,"potentially significant",172,79763,0.215638830033976
"1437",2017,"practically significant",21,79763,0.0263279966901947
"1438",2017,"probably not significant",1,79763,0.00125371412810451
"1439",2017,"probably significant",7,79763,0.00877599889673157
"1440",2017,"questionably significant",1,79763,0.00125371412810451
"1441",2017,"quite significant",45,79763,0.0564171357647029
"1442",2017,"reached borderline significance",13,79763,0.0162982836653586
"1443",2017,"reached near significance",3,79763,0.00376114238431353
"1444",2017,"reasonably significant",2,79763,0.00250742825620902
"1445",2017,"significant tendency",110,79763,0.137908554091496
"1446",2017,"significantly significant",14,79763,0.0175519977934631
"1447",2017,"slight significance",2,79763,0.00250742825620902
"1448",2017,"slightly significant",29,79763,0.0363577097150308
"1449",2017,"somewhat significant",1,79763,0.00125371412810451
"1450",2017,"strong trend toward significance",3,79763,0.00376114238431353
"1451",2017,"suggestive of statistical significance",1,79763,0.00125371412810451
"1452",2017,"suggestively significant",1,79763,0.00125371412810451
"1453",2017,"technically not significant",1,79763,0.00125371412810451
"1454",2017,"tend to significant",3,79763,0.00376114238431353
"1455",2017,"tended to approach significance",1,79763,0.00125371412810451
"1456",2017,"tended to be significant",41,79763,0.0514022792522849
"1457",2017,"tended toward significance",8,79763,0.0100297130248361
"1458",2017,"tendency toward significance",4,79763,0.00501485651241804
"1459",2017,"tendency toward statistical significance",1,79763,0.00125371412810451
"1460",2017,"trend in the direction of significance",1,79763,0.00125371412810451
"1461",2017,"trend significance level",1,79763,0.00125371412810451
"1462",2017,"trending towards significance",25,79763,0.0313428532026127
"1463",2017,"trending towards significant",1,79763,0.00125371412810451
"1464",2017,"uncertain significance",100,79763,0.125371412810451
"1465",2017,"very close to significant",3,79763,0.00376114238431353
"1466",2017,"very nearly significant",2,79763,0.00250742825620902
"1467",2017,"virtually significant",1,79763,0.00125371412810451
"1468",2017,"weak significance",4,79763,0.00501485651241804
